001001112,0,"(-1, 8)",3
001001122,0,"(-1, 7)",3
001001212,0,"(-1, 6)",3
001001222,0,"(-1, 6)",3
001002112,0,"(-1, 5)",3
001002121,0,"(-1, 5)",3
001002122,0,"(-1, 5)",3
001002211,0,"(-1, 5)",3
001002212,0,"(-1, 5)",3
001002221,0,"(-1, 5)",3
001002222,0,"(-1, 5)",3
001010200,0,"(-1, 6)",3
001010201,0,"(-1, 6)",3
001010202,0,"(-1, 6)",3
001010210,0,"(-1, 6)",3
001010211,0,"(-1, 6)",3
001010212,0,"(-1, 6)",3
001010220,0,"(-1, 6)",3
001010221,0,"(-1, 6)",3
001010222,0,"(-1, 6)",3
001011200,0,"(-1, 6)",3
001011202,0,"(-1, 6)",3
001011210,0,"(-1, 6)",3
001011212,0,"(-1, 6)",3
001011220,0,"(-1, 6)",3
001011222,0,"(-1, 6)",3
001012200,0,"(-1, 6)",3
001012201,0,"(-1, 6)",3
001012202,0,"(-1, 6)",3
001012210,0,"(-1, 6)",3
001012211,0,"(-1, 6)",3
001012212,0,"(-1, 6)",3
001012220,0,"(-1, 6)",3
001012221,0,"(-1, 6)",3
001012222,0,"(-1, 6)",3
001020100,0,"(-1, 4)",3
001020101,0,"(-1, 4)",3
001020102,0,"(-1, 4)",3
001020110,0,"(-1, 4)",3
001020112,0,"(-1, 4)",3
001020120,0,"(-1, 4)",3
001020121,0,"(-1, 4)",3
001020122,0,"(-1, 4)",3
001020200,0,"(-1, 4)",3
001020201,0,"(-1, 4)",3
001020202,0,"(-1, 4)",3
001020210,0,"(-1, 4)",3
001020211,0,"(-1, 4)",3
001020212,0,"(-1, 4)",3
001020220,0,"(-1, 4)",3
001020221,0,"(-1, 4)",3
001020222,0,"(-1, 4)",3
001021100,0,"(-1, 4)",3
001021102,0,"(-1, 4)",3
001021110,0,"(-1, 4)",3
001021112,0,"(1, 4)",3
001021120,0,"(-1, 4)",3
001021122,0,"(1, 4)",3
001021200,0,"(-1, 4)",3
001021202,0,"(-1, 4)",3
001021210,0,"(-1, 4)",3
001021212,0,"(-1, 6)",3
001021220,0,"(-1, 4)",3
001021222,0,"(-1, 6)",3
001022100,0,"(-1, 4)",3
001022101,0,"(-1, 4)",3
001022102,0,"(-1, 4)",3
001022110,0,"(-1, 4)",3
001022112,0,"(1, 4)",3
001022120,0,"(-1, 4)",3
001022121,0,"(1, 4)",3
001022122,0,"(-1, 4)",3
001022200,0,"(-1, 4)",3
001022201,0,"(-1, 4)",3
001022202,0,"(-1, 4)",3
001022210,0,"(-1, 4)",3
001022211,0,"(-1, 6)",3
001022212,0,"(-1, 4)",3
001022220,0,"(-1, 4)",3
001022221,0,"(-1, 5)",3
001022222,0,"(-1, 4)",3
001100012,0,"(-1, 8)",3
001100021,0,"(-1, 7)",3
001100022,0,"(-1, 7)",3
001100112,0,"(-1, 8)",3
001100121,0,"(-1, 7)",3
001100122,0,"(-1, 7)",3
001100211,0,"(0, 6)",3
001100212,0,"(-1, 8)",3
001100221,0,"(-1, 7)",3
001100222,0,"(-1, 6)",3
001101012,0,"(-1, 8)",3
001101022,0,"(-1, 7)",3
001101112,0,"(-1, 8)",3
001101122,0,"(-1, 7)",3
001101212,0,"(-1, 8)",3
001101222,0,"(-1, 7)",3
001102011,0,"(0, 5)",3
001102012,0,"(-1, 8)",3
001102021,0,"(-1, 7)",3
001102022,0,"(-1, 5)",3
001102112,0,"(-1, 8)",3
001102121,0,"(-1, 7)",3
001102122,0,"(-1, 5)",3
001102211,0,"(1, 5)",3
001102212,0,"(-1, 8)",3
001102221,0,"(-1, 7)",3
001102222,0,"(-1, 5)",3
001110002,0,"(-1, 8)",3
001110012,0,"(0, 8)",3
001110020,0,"(-1, 7)",3
001110021,0,"(0, 7)",3
001110022,0,"(0, 7)",3
001110200,0,"(-1, 6)",3
